UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY,201491466,5/28/2020,3300 NORTHSIDE PKWY NW,201,,C,33.84529,-84.42781
BURGLARY,201491533,5/28/2020,3005 GRAND AVE SW,311,Hammond Park,X,33.67492,-84.40563
LARCENY,201491560,5/28/2020,914 HOWELL MILL RD NW,501,Home Park,E,33.77987,-84.41063
AUTO THEFT,201491602,5/28/2020,566 WESTERN AVE NW,506,English Avenue,L,33.76476,-84.4059
BURGLARY,201491654,5/28/2020,1424 S GORDON ST SW,404,Westview,T,33.73929,-84.43452
LARCENY,201491709,5/28/2020,118 MARONA ST NE,609,Edgewood,O,33.75689,-84.33574
AUTO THEFT,201491713,5/28/2020,1034 GRANT TER SE,304,Peoplestown,V,33.726,-84.37952
LARCENY,201491733,5/28/2020,1738 MACARTHUR BLVD NW,103,Bolton,D,33.81326,-84.4448
AGG ASSAULT,201491751,5/28/2020,2591 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82543,-84.36706
LARCENY,201491768,5/28/2020,1646 W LAKE CT NW,105,West Lake,J,33.75901,-84.44253
LARCENY,201491769,5/28/2020,3329 CASCADE PARC BLVD SW,409,Southwest,R,33.70235,-84.49705
ROBBERY,201491797,5/28/2020,201 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276
ROBBERY,201491839,5/28/2020,3450 FORREST PARK RD SE,313,South River Gardens,Z,33.65971,-84.35487
AUTO THEFT,201491901,5/28/2020,1240 W PEACHTREE ST NW,502,Midtown,E,33.78874,-84.38857
AGG ASSAULT,201491957,5/28/2020,2370 METROPOLITAN PKWY SW,309,Perkerson,X,33.69014,-84.40807
AUTO THEFT,201492045,5/28/2020,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593
AUTO THEFT,201492050,5/28/2020,1161 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77348,-84.34935
AGG ASSAULT,201480057,5/27/2020,225 26TH ST NW,207,Brookwood,E,33.80291,-84.39936
AGG ASSAULT,201480061,5/27/2020,3525 PINE FOREST DR SE,313,South River Gardens,Z,33.65848,-84.3542
AGG ASSAULT,201480136,5/27/2020,612 COMMERCIAL AVE NW,109,Center Hill,J,33.77192,-84.47152
AGG ASSAULT,201480415,5/27/2020,600 GREENSFERRY AVE SW,101,The Villages at Castleberry Hill,T,33.74623,-84.40914
LARCENY,201480419,5/27/2020,659 PEACHTREE ST NE @GEORGIAN TERRACE,505,Midtown,E,33.77258,-84.38449
LARCENY,201480436,5/27/2020,422 TEMPLE ST NW,106,Bankhead,K,33.76605,-84.42214
LARCENY,201480446,5/27/2020,1251 KENILWORTH DR SW,403,Venetian Hills,S,33.7208,-84.43446
AGG ASSAULT,201480454,5/27/2020,1322 WESTRIDGE RD SW,408,Venetian Hills,S,33.71914,-84.44655
LARCENY,201480493,5/27/2020,2163 ABNER PL NW,110,Carver Hills,G,33.80141,-84.45845
LARCENY,201480530,5/27/2020,141 NORTH AVE NE,509,Downtown,M,33.77096,-84.38285
AUTO THEFT,201480553,5/27/2020,1156 SAINT LOUIS PL NE,601,Atkins Park,F,33.77646,-84.34961
BURGLARY,201480576,5/27/2020,1187 WYLIE ST SE,606,Reynoldstown,N,33.75233,-84.3495
BURGLARY,201480586,5/27/2020,260 WADLEY ST NW,108,Dixie Hills,J,33.75877,-84.45835
LARCENY,201480643,5/27/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
LARCENY,201480649,5/27/2020,1143 FOUNTAIN DR SW,104,Just Us,T,33.75182,-84.42495
LARCENY,201480652,5/27/2020,379 MATHEWSON PL SW,404,Westview,T,33.74481,-84.4365
BURGLARY,201480695,5/27/2020,543 ROCKWELL ST SW,302,Pittsburgh,V,33.73207,-84.40541
LARCENY,201480793,5/27/2020,1861 LAKEWOOD TER SE,307,Lakewood Heights,Y,33.70309,-84.38037
AUTO THEFT,201480826,5/27/2020,1406 METROPOLITAN AVE SE,612,East Atlanta,W,33.74265,-84.34148
LARCENY,201480849,5/27/2020,273 FENNEL WAY SW,407,Wilson Mill Meadows,H,33.75505,-84.5167
LARCENY,201480863,5/27/2020,1430 MONROE DR NE,613,Morningside/Lenox Park,F,33.79362,-84.36749
BURGLARY,201480933,5/27/2020,1865 LAKEWOOD TER SE,307,Lakewood Heights,Y,33.70295,-84.38048
AGG ASSAULT,201481020,5/27/2020,688 HOLMES ST NW,207,Berkeley Park,D,33.79905,-84.41066
LARCENY,201481039,5/27/2020,213 FAIRBURN RD NW @FAIRBURN GORDON APT,111,Adamsville,H,33.76132,-84.50395
BURGLARY,201481084,5/27/2020,1905 FORT VALLEY DR SW,410,Pomona Park,R,33.7029,-84.4506
LARCENY,201481092,5/27/2020,2455 LAKEWOOD AVE SW,310,Polar Rock,Z,33.69746,-84.39932
BURGLARY,201481111,5/27/2020,590 W PEACHTREE ST NW @RENAISSANCE HOTEL,509,Downtown,M,33.77023,-84.38815
LARCENY,201481118,5/27/2020,190 MARIETTA ST NW @CNN CENTER,507,Downtown,M,33.75757,-84.39487
AGG ASSAULT,201481120,5/27/2020,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292
LARCENY,201481141,5/27/2020,1395 MORELAND AVE SE,607,Custer/McDonough/Guice,W,33.71645,-84.34999
LARCENY,201481143,5/27/2020,1854 MARIETTA BLVD NW,103,Hills Park,D,33.80568,-84.43805
AGG ASSAULT,201481230,5/27/2020,3378 GREENBRIAR PKWY SW,413,,P,33.68299,-84.50129
ROBBERY,201481241,5/27/2020,3050 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75177,-84.4857
LARCENY,201481250,5/27/2020,NORTH AVE NE / W PEACHTREE ST NE,509,Downtown,M,33.77127,-84.38742
LARCENY,201481262,5/27/2020,469 N HIGHLAND AVE NE,602,Inman Park,N,33.76681,-84.35289
LARCENY,201481287,5/27/2020,3901 CAMPBELLTON RD SW,412,Kings Forest,P,33.69231,-84.51621
LARCENY,201481291,5/27/2020,880 CHEROKEE AVE SE @ZONE 3,605,Grant Park,W,33.73063,-84.37339
LARCENY,201481374,5/27/2020,942 HANK AARON DR SE,304,Peoplestown,V,33.72828,-84.38787
BURGLARY,201481383,5/27/2020,1142 WINDSOR ST SW,302,Pittsburgh,V,33.72379,-84.39824
AUTO THEFT,201481413,5/27/2020,396 PIEDMONT AVE NE,509,Downtown,M,33.76526,-84.38216
LARCENY,201481513,5/27/2020,712 11 TH ST NW,501,Home Park,E,33.78283,-84.4106
LARCENY,201481607,5/27/2020,725 PONCE DE LEON AVE NE @KROGER - PONCE,602,Poncey-Highland,N,33.77171,-84.36341
LARCENY,201481635,5/27/2020,1005 HEMPHILL AVE NW,501,Home Park,E,33.7822,-84.40438
LARCENY,201481657,5/27/2020,1820 MARIETTA BLVD NW,103,Hills Park,D,33.80431,-84.43779
BURGLARY,201481689,5/27/2020,2826 BONNYBROOK DR SW,411,Greenbriar,R,33.69344,-84.48074
AUTO THEFT,201481748,5/27/2020,156 FORSYTH ST SW,512,Downtown,M,33.75017,-84.39515
BURGLARY,201481842,5/27/2020,753 FRASER ST SE,304,Summerhill,V,33.73315,-84.38638
LARCENY,201481860,5/27/2020,340 BOULEVARD NE,604,Old Fourth Ward,M,33.76359,-84.37235
AGG ASSAULT,201481895,5/27/2020,1610 SANDTOWN RD,408,Venetian Hills,S,33.715,-84.44143
LARCENY,201481926,5/27/2020,1219 METROPOLITAN PKWY SW,301,Adair Park,V,33.72152,-84.40796
AGG ASSAULT,201481939,5/27/2020,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67386,-84.37063
BURGLARY,201471741,5/27/2020,265 HOLLY RD NW,105,Hunter Hills,K,33.7626,-84.43746
AGG ASSAULT,201471776,5/26/2020,80 JESSE HILL JR DR NE,510,Downtown,M,33.75657,-84.38034
LARCENY,201461020,5/26/2020,150 CARNEGIE WAY NW,508,Downtown,M,33.75832,-84.38905
HOMICIDE,201461976,5/26/2020,2096 ARLINGTON CIR NW,107,Grove Park,J,33.7709,-84.45624
AGG ASSAULT,201462033,5/26/2020,786 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41381
BURGLARY,201470016,5/26/2020,1120 REBEL FOREST DR SE,308,Rebel Valley Forest,Z,33.68647,-84.35547
AGG ASSAULT,201470113,5/26/2020,140 PINE ST NE @SAVANNAH SUITES,509,Downtown,M,33.7678,-84.38297
AUTO THEFT,201470344,5/26/2020,232 FORSYTH ST SW,512,Downtown,M,33.74852,-84.39636
LARCENY,201470351,5/26/2020,180 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73656,-84.39376
LARCENY,201470369,5/26/2020,2115 PIEDMONT RD NE @SQUIRE INN MOTEL NE,212,Morningside/Lenox Park,F,33.81235,-84.36578
LARCENY,201470454,5/26/2020,25 PEACHTREE ST SW,511,Downtown,M,33.75366,-84.39047
LARCENY,201470513,5/26/2020,1923 BEECHER RD SW,404,Westwood Terrace,I,33.73385,-84.4509
LARCENY,201470539,5/26/2020,1176 MERRILL AVE SW,402,Oakland City,S,33.7285,-84.42636
AUTO THEFT,201470555,5/26/2020,1785 NOBLE DR NE,613,Morningside/Lenox Park,F,33.80295,-84.34175
BURGLARY,201470575,5/26/2020,916 STONEWALL DR SE,308,Leila Valley,Z,33.69145,-84.35907
BURGLARY,201470578,5/26/2020,781 WHEELER ST NW,506,English Avenue,L,33.77461,-84.41465
LARCENY,201470612,5/26/2020,3295 ROSWELL RD NE,208,Buckhead Forest,B,33.84494,-84.37975
AUTO THEFT,201470630,5/26/2020,1061 W MARIETTA ST NW,106,Knight Park/Howell Station,K,33.78558,-84.42187
LARCENY,201470697,5/26/2020,3092 IMPERIAL CIR SW,409,Southwest,R,33.6986,-84.49492
LARCENY,201470770,5/26/2020,833 ATWOOD ST SW,402,Oakland City,S,33.73227,-84.42964
AGG ASSAULT,201470793,5/26/2020,34 DECATUR ST SE,510,Downtown,M,33.75342,-84.38838
AGG ASSAULT,201470811,5/26/2020,3804 MARTIN L KING JR DR SW,114,Old Gordon,H,33.76797,-84.51322
LARCENY,201470825,5/26/2020,3235 ROSWELL RD NE,208,Buckhead Forest,B,33.84341,-84.37853
LARCENY,201470854,5/26/2020,1695 HAVILON DR SW,404,Cascade Avenue/Road,S,33.72947,-84.44306
BURGLARY,201470911,5/26/2020,1420 BEATIE AVE SW,301,Capitol View,X,33.71608,-84.41066
LARCENY,201470967,5/26/2020,211 PEACHTREE ST SW,512,Downtown,M,33.74896,-84.39471
LARCENY,201470991,5/26/2020,650 PONCE DE LEON AVE NE @Multiple,614,Midtown,E,33.77469,-84.36561
AUTO THEFT,201471056,5/26/2020,1678 HOWELL MILL RD NW,204,Underwood Hills,D,33.79991,-84.41625
LARCENY,201471073,5/26/2020,869 BRIARCLIFF RD NE,608,Druid Hills,N,33.77818,-84.3461
LARCENY,201471084,5/26/2020,1074 COLEMAN ST SW,302,Pittsburgh,V,33.72554,-84.40383
LARCENY,201471090,5/26/2020,590 CASCADE AVE SW ,402,West End,T,33.73812,-84.43276
AGG ASSAULT,201471142,5/26/2020,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67339,-84.37144
LARCENY,201471171,5/26/2020,320 MORELAND AVE SE,609,Edgewood,O,33.74557,-84.34911
ROBBERY,201471220,5/26/2020,50 ALABAMA ST SW,511,Downtown,M,33.75194,-84.38964
LARCENY,201471236,5/26/2020,340 W PEACHTREE ST NW,508,Downtown,M,33.76388,-84.38763
LARCENY,201471254,5/26/2020,1037 MCGILL PARK AVE NE,604,Old Fourth Ward,M,33.76163,-84.37561
LARCENY,201471276,5/26/2020,683 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73646,-84.41838
LARCENY,201471287,5/26/2020,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY,201471296,5/26/2020,443 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76127,-84.37296
BURGLARY,201471297,5/26/2020,2909 CAMPBELLTON RD SW,409,Southwest,R,33.69869,-84.48265
AUTO THEFT,201471309,5/26/2020,384 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76409,-84.37484
AUTO THEFT,201471343,5/26/2020,2141 MACON DR SW,310,Polar Rock,Z,33.69587,-84.38986
AGG ASSAULT,201471429,5/26/2020,300 PEACHTREE ST NE,508,Downtown,M,33.76293,-84.38714
LARCENY,201471468,5/26/2020,261 19TH ST NW,501,Atlantic Station,E,33.79349,-84.39699
LARCENY,201471510,5/26/2020,235 PEACHTREE ST NE @ATL GAS LIGHT TOWER,509,Downtown,M,33.76044,-84.38702
AGG ASSAULT,201471556,5/26/2020,I-85 NB EXPY NE / GA 400 NB EXPY NE,211,Lindridge/Martin Manor,F,33.81496,-84.36454
LARCENY,201471570,5/26/2020,1055 SIMS ST SW,302,Pittsburgh,V,33.72609,-84.40339
AGG ASSAULT,201471583,5/26/2020,257 TRINITY AVE SW,512,Downtown,M,33.75081,-84.39631
AUTO THEFT,201471612,5/26/2020,3655 ROSWELL RD NE,209,North Buckhead,B,33.85547,-84.38135
LARCENY,200141570,5/26/2020,1055 SIMS ST,302,Lindridge/Martin Manor,F,33.8168,-84.35223
LARCENY,201452022,5/25/2020,1459  MECASLIN ST NW,207,Loring Heights,E,33.79496,-84.39969
AGG ASSAULT,201460169,5/25/2020,2060 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77629,-84.453
BURGLARY,201460234,5/25/2020,2449 WILSON DR SW,409,Adams Park,R,33.7162,-84.46723
AGG ASSAULT,201460282,5/25/2020,195 FAIRBURN RD NW,111,Adamsville,H,33.76072,-84.50421
LARCENY,201460293,5/25/2020,1720 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75083,-84.44341
AUTO THEFT,201460449,5/25/2020,205 UPSHAW ST SW,307,Joyland,Y,33.71124,-84.39561
BURGLARY,201460568,5/25/2020,139 STAFFORD ST NW,105,Hunter Hills,K,33.75889,-84.42508
AUTO THEFT,201460583,5/25/2020,447 BOULEVARD NE,603,Old Fourth Ward,M,33.76665,-84.37181
LARCENY,201460618,5/25/2020,1383 IVERSON ST NE,608,Candler Park,N,33.76312,-84.34228
LARCENY,201460633,5/25/2020,460 SINCLAIR AVE NE,602,Inman Park,N,33.76694,-84.3516
LARCENY,201460649,5/25/2020,1978 FREEMONT ST SE,307,Lakewood Heights,Y,33.69988,-84.37826
LARCENY,201460677,5/25/2020,467 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74127,-84.34674
BURGLARY,201460687,5/25/2020,1193 COLLIER RD NW,204,,C,33.81172,-84.4245
BURGLARY,201460708,5/25/2020,2042 SYLVAN RD SW,306,Sylvan Hills,X,33.69911,-84.41819
LARCENY,201460719,5/25/2020,840 MIDWAY ST SE,308,Leila Valley,Z,33.69018,-84.36211
AUTO THEFT,201460734,5/25/2020,2134 MAIN ST NW,103,Riverside,D,33.81394,-84.4743
AUTO THEFT,201460763,5/25/2020,10 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.74336,-84.31606
LARCENY,201460788,5/25/2020,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561
BURGLARY,201460797,5/25/2020,777 ELOISE CT SE,605,Grant Park,W,33.73456,-84.36185
LARCENY,201460866,5/25/2020,608 14TH ST NW,501,Home Park,E,33.78578,-84.40707
LARCENY,201460885,5/25/2020,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68677,-84.49773
BURGLARY,201460894,5/25/2020,464 BISHOP ST NW,207,Loring Heights,E,33.79291,-84.40267
AGG ASSAULT,201460987,5/25/2020,390 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70504,-84.35794
LARCENY,201420468,5/25/2020,3635 SOUTHSIDE INDS PKWY,313,Blair Villa/Poole Creek,Z,33.65231,-84.39602
LARCENY,201461143,5/25/2020,3109 EMPIRE BLVD SW,312,Glenrose Heights,Z,33.66983,-84.39356
AUTO THEFT,201461187,5/25/2020,2095 CAMPBELLTON RD SW,409,Adams Park,R,33.70687,-84.45716
LARCENY,201461245,5/25/2020,2146 HONEYSUCKLE LN SW,409,Adams Park,R,33.71061,-84.45878
LARCENY,201461309,5/25/2020,874 RODNEY DR SW,406,,I,33.73195,-84.47681
AGG ASSAULT,201461379,5/25/2020,3735 STEPHANIE DR SW,414,Deerwood,P,33.67426,-84.51062
AUTO THEFT,201461452,5/25/2020,765 BROOKLINE ST SW,301,Adair Park,V,33.72735,-84.41272
AGG ASSAULT,201461527,5/25/2020,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299
ROBBERY,201461766,5/25/2020,1901 HOLLYWOOD RD NW,103,Riverside,D,33.80756,-84.47137
LARCENY,201461852,5/25/2020,210 PEACHTREE ST NW,508,Downtown,M,33.75946,-84.38769
AUTO THEFT,201461923,5/25/2020,634 IRWIN ST NE,604,Old Fourth Ward,M,33.75757,-84.36563
BURGLARY,201461940,5/25/2020,1978 BROWNS MILL RD SE,307,Lakewood Heights,Y,33.69994,-84.37486
BURGLARY,201471848,5/24/2020,4090 CORNELL BLVD SW,407,Baker Hills,H,33.75972,-84.52151
LARCENY,201401143,5/24/2020,650 PONCE DE LEON AVE,602,Midtown,E,33.77469,-84.36561
AGG ASSAULT,201450175,5/24/2020,1698 MILL ACRES DR SW,409,Adams Park,R,33.71225,-84.46753
AGG ASSAULT,201450342,5/24/2020,16 WILLIAM H BORDERS DR NE,604,Sweet Auburn,M,33.75483,-84.37564
LARCENY,201450401,5/24/2020,250 AUBURN AVE,510,Downtown,M,33.75754,-84.37942
BURGLARY,201450427,5/24/2020,25 PEACHTREE ST SW,511,Downtown,M,33.75366,-84.39047
LARCENY,201450449,5/24/2020,15 SIMPSON ST NW,508,Downtown,M,33.76352,-84.38819
AGG ASSAULT,201450466,5/24/2020,1024 BECKWITH ST SW,104,Ashview Heights,T,33.75234,-84.42149
BURGLARY,201450468,5/24/2020,925 CANTERBURY RD NE,210,Pine Hills,B,33.8278,-84.3563
AGG ASSAULT,201450516,5/24/2020,277 MORELAND AVE SE @ATLANTA MOTEL,606,Reynoldstown,N,33.74625,-84.34987
LARCENY,201450525,5/24/2020,202 CANDLER RD SE,611,East Lake,O,33.74754,-84.29153
BURGLARY,201450555,5/24/2020,95 PEYTON RD SW,405,Harland Terrace,I,33.75041,-84.46909
LARCENY,201450582,5/24/2020,842 PEACHTREE ST NE,505,Midtown,E,33.77756,-84.38482
BURGLARY,201450635,5/24/2020,1000 MARIETTA ST NW,504,Marietta Street Artery,E,33.77914,-84.41116
LARCENY,201450639,5/24/2020,356 BOULEVARD NE,603,Old Fourth Ward,M,33.76421,-84.37206
AUTO THEFT,201450657,5/24/2020,2199 BROWNS MILL RD SE,310,Lakewood,Z,33.69389,-84.37411
LARCENY,201450663,5/24/2020,985 ORIOLE DR SW,406,Audobon Forest,I,33.72901,-84.47292
LARCENY,201450667,5/24/2020,1651 DETROIT AVE NW,107,Grove Park,J,33.76504,-84.44585
BURGLARY,201450743,5/24/2020,3876 PARIAN RIDGE RD NW,201,Pleasant Hill,A,33.86044,-84.44428
LARCENY,201450965,5/24/2020,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,411,Greenbriar,R,33.69168,-84.4872
LARCENY,201450976,5/24/2020,221 ROSEWOOD WAY NW,111,Westhaven,I,33.7565,-84.4727
AGG ASSAULT,201450990,5/24/2020,3393 PEACHTREE RD,210,Lenox,B,33.84676,-84.36212
AGG ASSAULT,201451046,5/24/2020,1695 PRYOR RD SW,307,Betmar LaVilla,Y,33.70894,-84.39374
LARCENY,201451075,5/24/2020,3208 MARTIN L KING JR DR SW,406,,I,33.75188,-84.49244
LARCENY,201451104,5/24/2020,2440 COLORADO TRL SW,413,Arlington Estates,P,33.69075,-84.53725
LARCENY,201451175,5/24/2020,631 MIAMI CIR NE,211,Lindbergh/Morosgo,B,33.82859,-84.36585
BURGLARY,201451177,5/24/2020,230 CLEVELAND AVE SW @PIGGLY WIGGLY,311,Glenrose Heights,Z,33.68012,-84.39573
LARCENY,201451192,5/24/2020,57 FORSYTH ST NW @HEALEY BUILDING,508,Downtown,M,33.75611,-84.38984
LARCENY,201451378,5/24/2020,396 PIEDMONT AVE NE,509,Downtown,M,33.76491,-84.3826
AGG ASSAULT,201451383,5/24/2020,2110 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69692,-84.408
AGG ASSAULT,201451517,5/24/2020,951 MARGARET PL NW,110,Grove Park,J,33.78023,-84.44824
LARCENY,201451605,5/24/2020,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81743,-84.351
AGG ASSAULT,201451673,5/24/2020,816 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73805,-84.41449
LARCENY,201451701,5/24/2020,2957 N FULTON DR NE,206,Garden Hills,B,33.83542,-84.37772
LARCENY,201451779,5/24/2020,1566 ROGERS AVE SW,403,Westview,T,33.73697,-84.43891
LARCENY,201451887,5/24/2020,1366 MEMORIAL DR SE,609,Edgewood,O,33.7477,-84.34263
LARCENY,201451915,5/24/2020,174 JOSEPH E LOWERY BLVD NW,105,Washington Park,K,33.75962,-84.41783
AGG ASSAULT,201451933,5/24/2020,529 BOULEVARD NE,603,Old Fourth Ward,M,33.76891,-84.37156
AUTO THEFT,201452001,5/24/2020,380 MARTIN ST SE,605,Capitol Gateway,V,33.74444,-84.38372
BURGLARY,201452016,5/24/2020,2215 BAKER RD NW,109,Center Hill,J,33.77045,-84.4602
LARCENY,201441003,5/24/2020,1687 NISKEY LAKE RD SW,412,,P,33.70813,-84.53377
LARCENY,201441048,5/23/2020,330 MCGILL PL NE,603,Old Fourth Ward,M,33.76464,-84.37677
LARCENY,201441057,5/23/2020,349 DECATUR ST,604,Sweet Auburn,M,33.74993,-84.37706
LARCENY,201441081,5/23/2020,3150 ROSWELL RD NW,206,South Tuxedo Park,B,33.84097,-84.37929
LARCENY,201441084,5/23/2020,860 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.77282,-84.41569
LARCENY,201441099,5/23/2020,835 MARTIN LUTHER KING JR DR NW ,102,Vine City,L,33.75504,-84.41457
LARCENY,201441140,5/23/2020,1150 BRIARCLIFF CT NE,601,Virginia Highland,F,33.77892,-84.34947
LARCENY,201441156,5/23/2020,2275 MARIETTA BLVD NW,201,,C,33.81979,-84.45051
LARCENY,201441183,5/23/2020,71 HOWARD ST SE,610,Kirkwood,O,33.75044,-84.32337
BURGLARY,201441217,5/23/2020,2175 BICKNELL DR SW,310,Polar Rock,Z,33.69521,-84.39806
LARCENY,201441231,5/23/2020,2161 MORELAND AVE SE,308,Norwood Manor,Z,33.69498,-84.35195
LARCENY,201441270,5/23/2020,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561
ROBBERY,201441373,5/23/2020,679 CAMERON M ALEXANDER BLVD NW,506,English Avenue,L,33.76842,-84.40965
LARCENY,201441428,5/23/2020,2107 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69691,-84.40858
AUTO THEFT,201441458,5/23/2020,417 10TH ST ,502,Midtown,E,33.78168,-84.37345
BURGLARY,201441485,5/23/2020,4052 SUNSET DR SW,412,Ben Hill Terrace,P,33.69806,-84.5208
BURGLARY,201441488,5/23/2020,2260 CARVER DR NW,108,Dixie Hills,J,33.75973,-84.46171
AUTO THEFT,201441654,5/23/2020,2900 LEVEL RIDGE RD SE,312,Orchard Knob,Z,33.6759,-84.37952
AGG ASSAULT,201441736,5/23/2020,1177 CONSTITUTION RD SE,308,Leila Valley,Z,33.69298,-84.35166
BURGLARY,201441753,5/23/2020,1001 METROPOLITAN PKWY SW,301,Adair Park,V,33.72757,-84.40826
LARCENY,201441759,5/23/2020,3580 CAMPBELLTON RD SW,413,,P,33.6899,-84.50584
AGG ASSAULT,201441879,5/23/2020,1382 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76346,-84.4335
BURGLARY,201441928,5/23/2020,2788 DEFOORS FERRY RD NW,201,,C,33.82114,-84.44713
AGG ASSAULT,201441979,5/23/2020,615 GRIFFIN ST NW,506,English Avenue,L,33.77144,-84.41118
BURGLARY,201442012,5/23/2020,3440 BOULDER PARK DR SW,407,Mays,H,33.75004,-84.50063
AGG ASSAULT,201442040,5/23/2020,1895 PLAZA LN SW,410,Campbellton Road,R,33.70316,-84.45279
LARCENY,201442092,5/23/2020,2700 PINE TREE RD NE,210,Pine Hills,B,33.82589,-84.35897
BURGLARY,201440205,5/23/2020,330 BROWNLEE RD SW,406,,I,33.74716,-84.49741
LARCENY,201440389,5/23/2020,325 PATTERSON WAY NE,604,Old Fourth Ward,M,33.76248,-84.36088
AGG ASSAULT,201440662,5/23/2020,1218 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76324,-84.42748
LARCENY,201440691,5/23/2020,2272 JERNIGAN DR SE,310,Lakewood,Z,33.69208,-84.37223
LARCENY,201440751,5/23/2020,1142 PRINCESS AVE SW,403,Oakland City,S,33.72387,-84.42504
LARCENY,201440762,5/23/2020,2154 RADCLIFFE DR NW,205,Wildwood (NPU-C),C,33.81355,-84.41649
AUTO THEFT,201440767,5/23/2020,2285 RIDGEDALE RD NE,610,Kirkwood,O,33.75262,-84.31277
AUTO THEFT,201440874,5/23/2020,1212 JAMES JACKSON PKWY NW,113,Monroe Heights,G,33.79333,-84.47416
LARCENY,201440911,5/23/2020,670 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.7066,-84.36403
AUTO THEFT,201440918,5/23/2020,3571 FAIRLANE DR NW,114,Fairburn Heights,H,33.76687,-84.50466
LARCENY,201430139,5/22/2020,3221 MARTIN L KING JR DR NW,111,,I,33.75284,-84.49256
LARCENY,201430140,5/22/2020,720 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.77276,-84.41089
ROBBERY,201430262,5/22/2020,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292
AGG ASSAULT,201430426,5/22/2020,ARTHUR LANGFORD WB PKWY SW / GREENBRIAR PKWY SW,409,Southwest,R,33.69214,-84.49019
AGG ASSAULT,201430464,5/22/2020,769 COLEMAN ST SW,302,Lakewood Heights,Y,33.69921,-84.39286
AUTO THEFT,201430518,5/22/2020,724 LONGLEAF DR NE,209,North Buckhead,B,33.85553,-84.36349
LARCENY,201430552,5/22/2020,659 AUBURN AVE NE,604,Old Fourth Ward,M,33.75599,-84.36628
LARCENY,201430580,5/22/2020,542 GOLDSBORO RD NE,608,Candler Park,N,33.76911,-84.34416
AGG ASSAULT,201430679,5/22/2020,845 PROCTOR ST NW,506,English Avenue,L,33.76509,-84.41513
AUTO THEFT,201430829,5/22/2020,1125 DOLPHIN DR SW,406,Cascade Avenue/Road,S,33.72483,-84.46221
LARCENY,201430921,5/22/2020,790 ARGONNE AVE NE,614,Midtown,E,33.77687,-84.37741
LARCENY,201430922,5/22/2020,2201 GLENWOOD AVE SE,611,East Lake,O,33.74011,-84.31522
LARCENY,201430977,5/22/2020,923 LEE ST SW,401,West End,T,33.72991,-84.41607
LARCENY,201431089,5/22/2020,1184 SPRING ST NW,502,Midtown,E,33.78697,-84.38959
AUTO THEFT,201431341,5/22/2020,1214 FRANCIS ST NW,501,Home Park,E,33.78777,-84.39682
LARCENY,201431584,5/22/2020,842 PEACHTREE ST NE,505,Midtown,E,33.77756,-84.38482
LARCENY,201431623,5/22/2020,653 BOULEVARD NE,603,Old Fourth Ward,M,33.77244,-84.37129
LARCENY,201431709,5/22/2020,590 CASCADE AVE SW @KROGER - CASCADE,402,West End,T,33.73812,-84.43276
